keyword,제목,날짜,sector,date
S&P500,"“금값 좀 덜 올랐으면 좋겠다”…전세계 채굴 1위 기업, 인상 찌푸리는 이유는",7시간 전,global_macro,2026-06-26
S&P500,"""스페이스X 상장땐 빅테크서 950억弗 이탈""…K반도체株도 비상",2026.06.05 17:45,global_macro,2026-06-05
S&P500,AI랠리에 美증시 최고가 행진...젠슨황 효과에 마벨 33%[월가월부],2026.06.03 06:08,global_macro,2026-06-03
S&P500,"“수상한 숫자 20, 닷컴버블과 닮았네”…월가가 주목한 거품 붕괴 신호",2026.06.02 16:49,global_macro,2026-06-02
S&P500,1경원 AI 데이터센터 시장 잡아라 … 전력·냉각업체도 가세,2026.06.01 18:02,global_macro,2026-06-01
S&P500,배당금 25배 올린 엔비디아 미국 증시 배당 지형 바꿨다,2026.06.01 17:55,global_macro,2026-06-01
나스닥,"“이번 월요일엔 계좌 못 볼 것 같네요”…美 반도체 폭락, 코스피에도 ‘전운’",6시간 전,global_macro,2026-06-26
나스닥,美반도체 지수 5일 하루에만 10% 폭락.. 삼전닉스 괜찮을까,2026.06.06 16:21,global_macro,2026-06-06
나스닥,"“너만 혼자 거지될래?”…예금 깨고 나온 돈, 우주항공·AI ETF로 향한다",2026.06.06 15:26,global_macro,2026-06-06
나스닥,월가 퀀트 출신이 만든 RWA 플랫폼 ‘베리에이셔널’…“올 여름 일반 공개”,2026.06.06 12:14,global_macro,2026-06-06
나스닥,"허니웰 인터내셔널, 에어로스페이스 부문 분사·2대1 역병합 단행",2026.06.06 05:36,global_macro,2026-06-06
나스닥,"드리븐 브랜즈 홀딩스, 1분기 보고서 제출 지연으로 나스닥 규정 미준수 통지",2026.06.06 05:22,global_macro,2026-06-06
나스닥,"나노바이오틱스, 5월말 기준 총 5081만주 발행..의결권 5428만주",2026.06.06 05:17,global_macro,2026-06-06
나스닥,"AMPERCAP ACQUISITION CO, 1억2500만 달러 IPO 완료..나스닥 상장",2026.06.06 05:07,global_macro,2026-06-06
나스닥,"올인퓨처테크얼라이언스, 6대 1 주식 병합 승인…나스닥 상장폐지 위기 반영",2026.06.06 00:01,global_macro,2026-06-06
나스닥,"위스키인터내셔널, 자회사 WISeSat 나스닥 상장 추진…SEC 승인 불확실성에 투자자 관망",2026.06.05 23:21,global_macro,2026-06-05
나스닥,"터보에너지, 나스닥 상장 유지 확정·주주자본 245% 개선으로 급등",2026.06.05 22:43,global_macro,2026-06-05
나스닥,"토로, 주당 0.90달러 특별배당 지급..현금·자사주 병행",2026.06.05 22:19,global_macro,2026-06-05
나스닥,"위스키 인터내셔널 홀딩, 자회사 WISeSat 나스닥 상장 위한 SEC 수정 등록서류 제출",2026.06.05 22:13,global_macro,2026-06-05
나스닥,"올인 퓨처테크 얼라이언스, 6대 1 주식 병합 승인..나스닥 상장 유지",2026.06.05 22:01,global_macro,2026-06-05
나스닥,"키엘 인프라스트럭처, 4억 달러 전환사채 발행..데이터센터 확장 자금 확보",2026.06.05 21:44,global_macro,2026-06-05
나스닥,"피너클 푸드 그룹, 윤하오 첸 박사 CFO 선임..재무 역량 강화",2026.06.05 21:31,global_macro,2026-06-05
나스닥,"터보 에너지, 나스닥 상장 유지 확정..주주자본 648만 달러로 개선",2026.06.05 20:38,global_macro,2026-06-05
나스닥,"칸준, 자사주 84만주 600만 달러 규모 매입·소각",2026.06.05 20:03,global_macro,2026-06-05
나스닥,"노바 미네랄스, 호주서 미국 본사 이전..NYSE 아메리칸 재상장 추진",2026.06.05 19:47,global_macro,2026-06-05
나스닥,"드림랜드, 나스닥 거버넌스 규정 완화 승인..케이맨 본국 관행 적용",2026.06.05 19:17,global_macro,2026-06-05
나스닥,"뉴스 코퍼레이션, 최대 10억 달러 자사주 매입 프로그램 승인",2026-06-05 19:04:00,global_macro,2026-06-05
나스닥,큰손도 '포모' 느낀 스페이스X 상장 … 국내 청약 1분만에 완판,2026-06-05 17:45:19,global_macro,2026-06-05
나스닥,"KB證, 캔톤·웨이브릿지와 디지털자산 인프라 구축",2026-06-05 17:30:07,global_macro,2026-06-05
나스닥,투자 열기 뜨겁네…미래에셋 스페이스X 청약 ‘1분 완판’,2026-06-05 16:05:51,global_macro,2026-06-05
나스닥,‘검은 금요일’ 코스피 5%대 급락해 8160 마감…코스닥도 4.5% 내려,2026-06-05 15:54:33,global_macro,2026-06-05
나스닥,ADR 뭐기에…‘美 상장 티켓’ 떠오르나,2026-06-05 15:10:46,global_macro,2026-06-05
나스닥,스페이스X 상장 임박…증권가선 ‘이것’ 담으라는데,2026-06-05 14:51:28,global_macro,2026-06-05
나스닥,‘커다란 칩’ 앞세워 반도체 상식 뒤집다 [미장 보석주],2026-06-05 14:30:22,global_macro,2026-06-05
나스닥,삼전닉스 무섭게 추격한다...낸드 존재감 키우는 中,2026-06-05 14:11:10,global_macro,2026-06-05
나스닥,"“2670조 스페이스X 상장, 어디서 사냐고요?” … 우주 ETF 3종 투자법",2026-06-05 13:40:37,global_macro,2026-06-05
나스닥,개인 자금 모아 초대형 IB 실탄으로,2026-06-05 10:31:48,global_macro,2026-06-05
나스닥,“지방선거 끝났다고 계좌가 시퍼렇네요”…코스피 ‘패닉셀링’ 5%대 급락,2026-06-05 09:33:22,global_macro,2026-06-05
나스닥,‘브로드컴 쇼크’에 혼조 마감…다우 1.7%↑·나스닥 0.1%↓[뉴욕증시],2026-06-05 09:21:33,global_macro,2026-06-05
나스닥,"라이트웨이브 로직, 1660만 달러 규모 직접 공모 마감",2026-06-05 06:02:43,global_macro,2026-06-05
나스닥,"바이오 그린 메드 솔루션, 말레이시아 Future NRG 전액 인수",2026-06-05 05:47:49,global_macro,2026-06-05
나스닥,"클라임 글로벌 솔루션스, 7월 7일 나스닥서 투자자 데이 개최",2026-06-05 05:07:56,global_macro,2026-06-05
나스닥,"정예 바이오테크놀로지 홀딩, 나스닥 최소 입찰가 미달 통보..11월까지 회복 과제",2026-06-05 05:06:45,global_macro,2026-06-05
나스닥,"“언제 반등할 수 있을까”…비트코인, 시가 총액 5위→14위로 추락",2026-06-04 22:41:22,global_macro,2026-06-04
나스닥,"인터랙티브, 'People Incorporated'로 사명 변경·티커 PPLI 출범",2026-06-04 22:07:57,global_macro,2026-06-04
나스닥,"파크 하 바이오로지컬 테크놀로지, 나스닥 본국관행 면제 공식 확인",2026-06-04 21:49:45,global_macro,2026-06-04
나스닥,"클래스오버홀딩스, 나스닥 상장 유지 위해 1대10 역분할 단행",2026-06-04 21:41:15,global_macro,2026-06-04
나스닥,"클래스오버 홀딩스, 1대10 역분할 단행..나스닥 상장 유지",2026-06-04 21:31:54,global_macro,2026-06-04
나스닥,"얼라이트, 30년 경력 스티븐 라셔 CFO 신규 임명",2026-06-04 21:09:53,global_macro,2026-06-04
나스닥,"솔라뱅크, AI 컴퓨트 인프라로 사업영역 확대..티커 PBK로 변경",2026-06-04 20:11:51,global_macro,2026-06-04
나스닥,"U.S. 에너지, 빅스카이인더스트리얼로 사명 변경..헬륨·탄소관리 집중",2026-06-04 20:02:11,global_macro,2026-06-04
나스닥,"클릭 홀딩스, 1대4~1대30 주식병합 추진..나스닥 상장 유지",2026-06-04 19:32:50,global_macro,2026-06-04
나스닥,"뉴스 코퍼레이션, 최대 10억 달러 자사주 매입 프로그램 공시",2026-06-04 19:02:59,global_macro,2026-06-04
나스닥,"스미스 미들랜드, 1분기 보고서 제출 지연으로 나스닥 비준수 통지",2026-06-04 19:02:59,global_macro,2026-06-04
나스닥,구관이 명관…삼전닉스전기 트리오 ‘줍줍’ [주식 초고수는 지금],2026-06-04 16:13:17,global_macro,2026-06-04
나스닥,"“상장하자마자 시총이 무려”…스페이스X, IPO 기업가치 2680조원으로",2026-06-04 15:11:53,global_macro,2026-06-04
나스닥,[홍장원 특파원의 월스트리트 인사이트] 장기금리 상승의 역습에도 시장 관심이 여전히 반도체·AI인 이유,2026-06-04 14:18:08,global_macro,2026-06-04
나스닥,‘필라델피아반도체3배’ 팔고 ‘삼전닉스2배’ 살래,2026-06-04 13:55:04,global_macro,2026-06-04
나스닥,기업가치 더 높여잡았다…1조7800억달러 스페이스X,2026-06-04 11:04:18,global_macro,2026-06-04
나스닥,중동 긴장 재고조…3대 지수 동반 하락 [뉴욕증시],2026-06-04 09:20:08,global_macro,2026-06-04
나스닥,"최근 연일 오르더니…급등했던 코스피, 8600선으로 하락 출발",2026-06-04 09:19:37,global_macro,2026-06-04
